Site,Name,Lat,Lon,Start,End,Years, %,AWS
2016,LISSADELL,-16.6742,128.5533,Jun 1896,Jul 2009,104.3,92,  N
9985,LITTLE CHORKERUP,-34.8342,117.7919,Mar 1963,Oct 2017,41.8,73,  N
9766,LITTLE GROVE,-35.0597,117.8658,Sep 1969,Oct 2017,43,85,  N
3050,LIVERINGA LOWER,-17.95,124.1667,Jul 1887,Sep 1896,3.8,40,  N
3100,LIVERINGA STATION,-17.9503,124.2653,Jan 2001,Nov 2017,16.5,96,  N
3012,LIVERINGA UPPER,-18.0483,124.1728,Apr 1899,Sep 2000,81.1,80,  N
12159,LLANGWIN FARM,-33.25,121.5167,Oct 1925,Nov 1933,8.2,100,  N
8169,LOCHADA,-29.2,116.55,Jul 1910,Jan 1940,28.8,97,  N
10666,LOCHNAGAR,-32.0394,118.9022,May 1943,Oct 2017,73.8,99,  N
4058,LOCHNAVAR,-20.7,121.0167,Mar 1912,Jul 1919,7.3,98,  N
9920,LOGUE BROOK DAM,-33.0067,115.9631,Jan 1973,Dec 1991,15.4,80,  N
3031,LOMBADINA MISSION,-16.5167,122.8908,May 1946,Jun 1993,34.8,74,  N
10757,LOMOS,-32.4,117.6,Jan 1918,Feb 1938,20.2,100,  N
12160,LONE PINE,-31,119.5,Jan 1927,Aug 1935,8.5,98,  N
10089,LONG FOREST,-31.3489,116.65,Dec 2007,Nov 2017,10,99,  N
9164,LONG POINT,-32.3667,115.7167,May 1936,May 1962,24.8,95,  N
8177,LONGVIEW,-30.8667,116.1167,Jun 1956,Dec 1976,20.5,100,  N
10204,LONGWOOD FARM,-31.1,118.3,Nov 1919,Dec 1938,16.5,86,  N
11007,LOONGANA,-30.9464,127.0356,Nov 1915,Dec 1990,67.5,89,  N
9867,LORINNA,-33.6511,122.0161,Mar 1972,Aug 2017,45.5,100,  N
13005,LORNA GLEN,-26.2253,121.5561,May 1939,Nov 2017,72.5,90,  N
12223,LORT RIVER,-33.2242,121.3544,Jan 1969,Oct 2017,48.8,99,  N
9816,LORT RIVER STATION,-33.7256,121.3014,Dec 1967,Dec 2010,40.1,92,  N
10852,LOS NEGROS,-33.6833,119.45,Oct 1970,Mar 1972,1.5,100,  N
10205,LOTHIAN,-31.9,117.7,Aug 1911,May 1925,13.8,99,  N
9970,LOUGHREA,-33.8064,120.9128,Apr 1962,Jan 2005,41.9,97,  N
2017,LOUISA DOWNS,-18.7106,126.7111,Jan 1916,Aug 1995,59,74,  N
10206,LOVELL HILL,-31.9,117.9833,Jun 1915,Dec 1938,22.8,96,  N
9651,LOWDEN,-33.5364,115.9472,Jun 1995,Dec 2002,7.6,99,  N
9009,LOWER CHITTERING,-31.5998,116.1124,Jun 1915,Oct 2017,99.4,96,  N
9134,LOWER CHITTERING 2,-31.5667,116.0958,Sep 1968,Jun 1980,10.9,91,  N
9832,LOWER KALGAN,-34.9469,118.0039,Aug 1972,Oct 2013,39.5,93,  N
9877,LUDLOW,-33.6033,115.4983,Apr 1985,Nov 2017,21.8,65,  N
12080,LUKENDA,-33.5742,121.6467,Mar 2002,Feb 2004,2,97,  N
3013,LULUIGUI,-18.145,124.0275,Dec 1920,Mar 1980,40.2,68,  N
10865,LUMEAH,-34.0333,117.2667,Jan 1921,Apr 1924,3,90,  N
9219,LUPIN VALLEY,-30.6919,115.8119,Apr 1980,Dec 2014,32.1,91,  N
6029,LYNDON,-23.6361,115.2461,Jul 1898,Jun 2014,108.4,93,  N
8075,LYNTON,-28.2103,114.305,Sep 1914,Nov 2017,89.6,86,  N
6030,LYONS RIVER,-24.6314,115.3383,Feb 1906,Mar 2015,103.7,95,  N
6112,LYONS RIVER AIRSTRIP,-24.62,115.3347,Aug 2012,Nov 2017,5.3,99,  N
2018,MABEL DOWNS,-17.1792,128.1217,Sep 1922,Apr 2004,74,90,  N
10208,MADINGA,-30.8,117.8,Sep 1911,Jul 1993,29.9,36,  N
7042,MADOONGA,-26.9367,117.5928,Mar 1926,Dec 2015,83.6,93,  N
11016,MADURA STATION,-31.9269,126.9733,Sep 1921,Jan 2009,47.8,54,  N
10829,MAGEDUP,-33.9167,118.5333,Sep 1908,May 1912,3.3,89,  N
10805,MAGENTA FARM,-33.4333,119.25,Mar 1968,Apr 1970,2.2,100,  N
10840,MAGENTA SOUTH,-33.5,119.2167,Oct 1930,Dec 1933,3.3,100,  N
10601,MAGIWIRUP,-34.1733,117.2589,Jan 1937,May 1975,36.1,94,  N
9152,MAHOMET SPRINGS,-30.5003,115.7119,Feb 1964,Dec 2011,40.9,85,  N
9182,MAIDA VALE,-31.9672,116.0231,May 1975,Nov 2017,34.1,79,  N
9060,MAIDA VALE 2,-31.95,116,Sep 1950,Jan 1959,8.3,99,  N
9675,MAIKURRA,-33.8117,122.445,Jan 1960,Dec 1977,14.3,79,  N
10758,MAILEUP,-34.1,118.2,May 1907,Dec 1928,21.2,98,  N
10870,MAINNERUP,-33.6914,119.6608,Apr 1972,Oct 2017,45.5,96,  N
10207,MAITLAND,-31.2,118.4,Nov 1912,Jun 1918,5.6,99,  N
12104,MALCOLM,-28.9,121.5,Jan 1898,Nov 1950,43.4,82,  N
8311,MALLEE FARM,-27.9364,115.2972,Feb 2003,Jul 2003,0.5,100,  N
8078,MALLEE VALE,-29.2419,115.7794,Jan 1935,Aug 2017,74.8,90,  N
4059,MALLINA,-20.8822,118.0308,Apr 1901,Nov 2017,79.5,68,  N
9195,MALMALLING,-31.95,116.3,Sep 1914,Oct 1946,31.8,99,  N
10602,MALYALLING,-32.6983,117.6542,Oct 1909,Sep 2012,57.3,54,  N
10810,MALYALLING ROCK,-32.7167,117.6067,Sep 1968,May 1990,21.8,100,  N
8079,MANARRA,-29.0711,115.6261,Jan 1907,Oct 2017,95.5,86,  N
8084,MANAVI,-30.2608,116.21,Aug 1908,Dec 2008,93.8,93,  N
9092,MANDOGALUP,-32.2,115.8,Jan 1923,Dec 1936,13.9,99,  N
4019,MANDORA,-19.7419,120.8433,Sep 1913,Nov 2017,95.3,91,  Y
9977,MANDURAH,-32.5219,115.7119,Oct 2001,Nov 2017,16.2,99,  Y
9887,MANDURAH,-32.5211,115.75,Jun 1994,Jul 2001,7.1,85,  Y
7043,MANFRED,-26.4458,116.5467,Mar 1899,Jun 2009,91.3,82,  N
6031,MANGAROON,-23.915,115.6183,Jan 1907,Jun 1976,65.7,94,  N
10090,MANGOWINE,-31,118.1,Dec 1887,Dec 1951,45.8,71,  N
9573,MANJIMUP,-34.2508,116.145,Jan 1916,Nov 2017,101.3,99,  Y
9945,MANJIMUP (SMITHS BROOK TRIB),-34.3667,116.2,Jan 1968,Jun 1986,16.7,90,  N
9933,MANJIMUP WA CHIP&PULP,-34.3367,116.1083,Jan 1982,Dec 1990,5.8,65,  N
9935,MANJIMUP WATER RESOURCES,-34.2411,116.1433,Dec 1988,May 1993,4.4,71,  N
10256,MANMANNING,-30.8333,117.1,Jul 1968,May 1970,1.7,87,  N
9582,MANYPEAKS,-34.8389,118.1703,Jul 1930,Sep 1993,55,86,  N
9851,MANYPEAKS,-34.9008,118.2019,Jun 2001,Oct 2017,16.3,88,  N
8210,MARALANA,-29,116.1,Oct 1933,Nov 1940,7.1,99,  N
7190,MARANALGO,-29.3892,117.8297,May 1974,Oct 2017,34.5,79,  N
5074,MARANDOO,-22.6344,118.1119,Jan 1974,Sep 1997,23.1,97,
8244,MARBARANA,-30.7,116.6667,Jan 1915,Jun 1917,2.5,100,  N
4106,MARBLE BAR,-21.1756,119.7497,Sep 2000,Nov 2017,17,93,  Y
4020,MARBLE BAR COMPARISON,-21.1756,119.7497,Aug 1895,Aug 2006,107.8,97,  N
9024,MARBLING,-31.5608,116.0842,Jan 1943,Oct 2017,74.7,100,  N
8211,MARCHAGEE,-30.05,116.05,Jan 1913,Oct 1919,5.3,78,  N
12161,MARCHLAND FARM,-31.7,119.1,Aug 1929,Nov 1934,5.3,98,  N
9898,MARDALLIANG,-34.8208,118.3225,Oct 1970,Jun 1998,19.8,70,  N
6032,MARDATHUNA,-24.4733,114.5553,May 1918,Dec 2010,81.4,88,  N
5008,MARDIE,-21.1906,115.9797,Apr 1885,Nov 2017,121.8,91,  Y
9574,MARGARET RIVER,-33.9592,115.0642,Dec 1928,Nov 2017,88.3,93,  N
9540,MARGARET RIVER 1,-33.9833,115.0167,Sep 1908,Dec 1948,38.8,96,  N
2073,MARGARET RIVER AIRSTRIP,-18.6219,126.8831,Nov 2009,Nov 2017,8.1,99,  N
9778,MARGARET RIVER CALM,-33.935,115.0831,Jun 1995,Mar 2006,10.8,92,  N
2019,MARGARET RIVER STATION,-18.6253,126.8617,Jan 1914,Aug 2017,95.4,92,  N
10803,MARIA,-33.0114,118.2389,May 1968,Oct 2017,48.5,98,  N
9249,MARIGINIUP,-31.6992,115.8628,May 1997,Mar 2014,16.7,96,  N
5009,MARILLANA,-22.6331,119.4081,Dec 1936,May 2017,65.8,81,  N
2068,MARION DOWNS,-17.0716,126.8494,Jun 2009,Nov 2017,8.5,99,  N
7044,MARLOO,-28.3,116.2,Jan 1912,Jul 1948,33.3,91,  N
10838,MARNINGARUP,-34.1,119.1667,Sep 1934,Feb 1941,5.1,78,  N
6033,MAROONAH,-23.4792,115.5478,Apr 1896,Feb 2013,108.2,92,  N
9716,MAROONDAH DOWNS,-33.2,115.9,Jul 1908,May 1923,14.6,98,  N
10824,MARRA,-34.4058,118.7439,Jan 1953,Sep 1976,17.4,73,  N
9575,MARRADONG,-32.8556,116.45,Mar 1898,Oct 2017,110.1,91,  N
5010,MARRILLA,-22.9742,114.4597,Jan 1927,Feb 1999,41.3,57,  N
9629,MARRIWOOD,-33.4464,115.7308,Feb 1957,Aug 2017,58.8,96,  N
6034,MARRON,-25.3656,114.3594,Jan 1911,Nov 2017,105.6,98,  N
12048,MARVEL LOCH,-31.4667,119.4922,Jan 1922,Sep 1989,63.6,93,  N
9576,MARYLANDS,-33.8,115.3,Sep 1948,Aug 1952,3.9,98,  N
9762,MARYLANDS,-33.8333,122.6333,Dec 1966,Jul 1974,3.8,48,  N
7180,MARYMIA,-25.0386,120.0064,Oct 1972,May 2015,40.9,95,  N
8285,MATARANKA,-28.3181,114.7614,Oct 1987,Sep 2017,29.9,98,  N
12049,MATHOURA,-31.2,118.9,Oct 1935,Apr 1967,18.7,59,  N
8080,MAYA,-29.8658,116.525,Oct 1912,Jul 2009,93.6,96,  N
10604,MAYBROOK,-33.4,116.9,Jan 1911,Jun 1952,35.3,85,  N
10641,MAYBROOK,-33.375,116.9053,Aug 1914,Sep 2017,95.4,92,  N
9093,MAYFIELD,-31.2,115.7,Jan 1910,Feb 1916,5.8,95,  N
9094,MAYLANDS AIRPORT,-31.95,115.9,Jun 1929,Mar 1944,14.8,100,  N
8159,MAYSBORO,-30.9903,116.3553,Jan 1951,Jun 2012,61.4,100,  N
9666,MCALINDEN,-33.5964,116.3347,Jan 1945,Oct 2017,72.4,99,  N
9872,MCARTHUR PARK,-33.1133,116.0225,Oct 1984,Dec 1993,9.2,99,  N
1032,MCGOWAN ISLAND,-14.1472,126.6483,Aug 1997,Apr 2000,1.5,46,  N
109500,MCLEOD CREEK,-34.1634,115.1279,Aug 2003,Feb 2011,7.6,93,  N
9660,MCLEODS CREEK,-34.1606,115.1414,Nov 1956,Jul 2003,46.5,99,  N
9717,MCLEODS CREEK STATE SCHOOL,-34.2,115.1,Apr 1925,Apr 1936,9.1,81,  N
11033,MCTAGGARTS,-31.9178,125.3008,Jan 1970,Oct 2017,46.5,93,  N
6035,MEADOW STATION,-26.7025,114.6183,Jun 1932,Nov 1982,44.4,88,  N
6091,MEARABUNDIE,-25.9667,115.9833,Jan 1907,Jul 1909,1.9,74,  N
10091,MECKERING,-31.6322,117.0081,Jan 1897,May 2016,110.6,91,  N
3015,MEDA,-17.3681,123.9956,Jun 1911,Jun 2000,86.9,97,  N
10759,MEDDERBERRIN,-32.5,116.9833,Jul 1919,Dec 1943,17.6,72,  N
9194,MEDINA RESEARCH CENTRE,-32.2208,115.8075,Apr 1983,Nov 2017,34.7,99,  N
6090,MEEBERRIE,-26.96,115.9733,Jan 1920,Dec 1993,44.2,60,  N
6036,MEEDO,-25.6631,114.6261,Nov 1899,Feb 2017,96.2,82,  N
7149,MEEKATHARRA,-26.5942,118.4883,Jun 1964,Jan 2017,42.2,80,  N
7045,MEEKATHARRA AIRPORT,-26.6136,118.5372,Jun 1944,Nov 2017,72,97,  Y
7046,MEEKATHARRA POST OFFICE,-26.5933,118.4883,Jan 1908,Dec 1986,61.3,77,  N
7047,MEELINE STATION,-28.4467,118.2678,Jan 1923,Dec 2014,81.8,89,  N
9644,MEELUP,-33.5903,115.0678,May 1998,Feb 2002,3.8,88,  N
4102,MEENTHEENA,-21.2669,120.4544,Dec 1993,Sep 2017,5.9,20,  N
6061,MEERAGOOLIA,-24.9017,114.2164,Feb 1947,Feb 2011,7.9,12,  N
5011,MEILGA,-22.7,115.8,Mar 1914,Mar 1958,33.8,77,  N
7048,MEKA STATION,-27.4222,116.825,Jan 1901,Aug 2017,90.8,76,  N
7129,MELANGATA,-27.8036,116.8856,Mar 1911,Nov 2017,58.4,54,  N
12050,MELITA,-29.0567,121.4433,Sep 1926,Dec 1983,41.9,73,  N
8081,MELLENBYE,-28.8883,116.1947,Jan 1904,Jul 2013,90.7,81,  N
8082,MELROSE,-30.4,116.9,Nov 1912,Apr 1953,40.5,100,  N
12304,MELROSE,-27.9283,121.3047,Jan 1927,Jun 2011,69.7,82,  N
9068,MELVILLE,-32.0447,115.8214,Oct 1956,Feb 2001,44.4,90,  N
12051,MENANGINA,-29.8272,121.9158,Mar 1927,Feb 2011,73.5,87,  N
8083,MENDEL,-28.8,115.5,May 1928,Oct 1946,15.9,86,  N
12052,MENZIES,-29.6939,121.0297,Jan 1898,Nov 2017,107.6,89,  N
8160,MERIDALE,-30.5097,116.3728,Nov 2000,Aug 2013,12.4,92,  N
10827,MERILYN,-34.1,117.4833,Jun 1969,Aug 1970,1.3,100,  N
9954,MERIVALE FARM,-33.8097,122.0844,Apr 1983,Oct 2017,34.5,91,  N
6037,MERLINLEIGH,-24.3142,115.1892,Jul 1925,Mar 1970,22.8,51,  N
9578,MERLOO FARM,-34.9,117.7,Apr 1927,Apr 1948,20.9,99,  N
10092,MERREDIN,-31.4756,118.2789,Jan 1904,Nov 2017,110.7,97,  N
10248,MERREDIN PUMP STATION NO.4,-31.4931,118.2456,Jan 1930,Aug 1987,35.2,60,  N
10093,MERREDIN RESEARCH STATION,-31.4994,118.2242,Jan 1912,Mar 2013,100.8,99,  N
10833,MERRILUP,-33.35,118.2167,Jan 1913,Aug 1915,2.6,97,  N
9754,METTLER,-34.5961,118.5519,Nov 1966,Nov 2017,51,98,  N
6038,MIA MIA,-23.3817,114.4375,Feb 1904,Oct 2017,90.4,79,  N
6067,MIA MIA 2 SUB BORE,-23.5,114.0167,Feb 1953,Dec 1955,1.7,57,  N
10779,MIANELUP,-34.0042,118.0536,Feb 1903,Dec 2016,72.2,63,  N
8224,MIARRA VALE,-28.6,114.9167,Jan 1964,Mar 1969,5.3,100,  N
6103,MIDDALYA,-23.9064,114.7681,Jan 1911,Dec 2010,98.7,99,  N
4060,MIDDLE CREEK,-21.8,120.3,Oct 1904,Dec 1914,7.9,77,  N
12279,MIDDLE IRON CAP,-32.5811,119.7411,Mar 1974,Dec 1999,22.1,85,  N
3103,MIDDLE LAGOON,-16.7742,122.5764,Jan 2005,Feb 2011,1.6,23,  N
9025,MIDLAND,-31.8691,116.0167,Jan 1886,Nov 2017,95.9,69,  N
7049,MILEURA,-26.3736,117.3339,Jan 1899,Sep 2017,109.6,92,  N
10879,MILEURA,-33.59,118.2783,Jan 1978,Aug 1983,4.7,80,  N
7050,MILGUN,-25.0942,118.2983,Oct 1916,Dec 2016,91,90,  N
8085,MILING,-30.4919,116.3628,Oct 1924,Aug 2017,87.6,94,  N
10265,MILL HILL,-30.6167,117.8333,Feb 1930,Oct 1932,2.8,100,  N
3058,MILLAJIDDIE,-18.8333,124.95,Jan 1964,Apr 1969,2.3,44,  N
9281,MILLENDON (SWAN VALLEY),-31.8108,116.0225,May 2017,Nov 2017,0.6,92,  Y
6074,MILLIE MILLIE,-24.8667,114.5833,Dec 1889,Nov 1897,2.8,34,  N
13004,MILLROSE,-26.1,120.9,Mar 1929,Nov 1942,13.5,97,  N
13006,MILLROSE,-26.4006,120.9539,Mar 1929,Sep 2017,87.3,98,  N
10095,MILLSTON,-31.5936,118.2347,Jan 1913,Aug 2017,104.4,100,  N
5012,MILLSTREAM,-21.5906,117.0656,Apr 1897,Sep 2017,107.6,89,  N
5087,MILLSTREAM CWS PUMPING STATION,-21.5833,117.05,Jun 1972,Oct 1985,7,48,
7130,MILLY MILLY,-26.0747,116.6942,Jan 1899,Feb 2017,108.9,91,  N
8154,MILMOCUNDIN,-28.8697,114.8931,Jul 1948,Jan 1993,44.4,99,  N
10539,MILYUNUP,-34.1792,117.6428,Aug 1948,Dec 2014,65.2,98,  N
9026,MIMIGARRA,-30.8533,115.4456,Jan 1952,Sep 2014,61.8,98,  N
12061,MINARA,-28.9178,121.7975,Sep 1898,May 2014,100.8,87,  N
12272,MINARA DINGO O.S.,-28.8789,121.5969,Jun 1973,Nov 1996,23.3,99,  N
12273,MINARA KAURI BORE,-28.7083,121.6908,Jun 1973,Nov 1996,23.3,99,  N
8126,MINARU,-29.8497,116.2289,Jan 1932,Jun 2017,79.6,93,  N
10209,MINDABOOKA,-31.5,118.0167,Nov 1912,Oct 1933,20.8,99,  N
8087,MINDALLA,-30.4228,116.4583,Jan 1913,Nov 2017,99.7,95,  N
8318,MINDALLA TBRG,-30.4215,116.4579,Sep 2015,Nov 2017,2.3,96,  N
10699,MINDARABIN,-33.7136,118.1897,Feb 1956,Sep 2017,61.3,99,  N
8261,MINDARRA,-29.0636,115.1753,Apr 1972,Nov 2014,41.9,97,  N
7172,MINDEROO,-23.4,119.7833,Jan 1913,Dec 1931,4.4,23,  N
5013,MINDEROO,-21.9964,115.0433,Apr 1912,Nov 2017,93.5,88,  N
10210,MINDETHANA,-31.1,118.4,Jan 1927,Apr 1936,9.3,100,  N
7131,MINDOOLAH,-26.95,117.5,Aug 1907,Oct 1924,14.2,82,  N
10673,MINELUP STATION,-33.4,118.7,Apr 1936,Feb 1949,4.4,34,  N
8089,MINGA MIA,-30.9833,116.3167,Sep 1927,Dec 1950,23.3,100,  N
7051,MINGAH,-24.95,118.7133,Mar 1919,May 1950,23.8,76,  N
7165,MINGAH SPRINGS,-24.9483,118.7147,Sep 1969,Nov 2017,25.9,52,  N
8088,MINGENEW,-29.1906,115.4414,Jan 1896,Oct 2017,110.3,89,  N
8213,MINGIN,-29.6,116.0167,May 1928,Sep 1941,10.8,80,  N
10605,MINIGIN,-32.9089,117.0536,Jun 1943,Dec 2007,53.4,82,  N
6039,MINILYA,-23.8497,113.9714,Apr 1901,Feb 2011,89.3,81,  N
6093,MINILYA BRIDGE,-23.81,114.0083,Jan 1972,Mar 1986,3.7,26,  N
7177,MININER,-23.6042,117.6892,Apr 1964,Nov 2017,53.7,99,  N
10211,MININGBROOK,-31,116.7,Aug 1908,Feb 1942,31.4,93,  N
10851,MINNI DOWNS,-32.8192,119.2936,Oct 1970,Jan 2016,45.3,97,  N
10212,MINNIBERRIE,-31.25,117.9,Feb 1913,Feb 1925,11.2,92,  N
6040,MINNIE CREEK,-24.0306,115.6967,Oct 1900,May 2017,104.4,89,  N
6104,MINNIE CREEK AIRSTRIP,-24.0297,115.6894,Aug 2012,Nov 2017,5.3,99,  N
10154,MINNIVALE POST OFFICE,-31.1433,117.1817,Jun 1914,Jun 1980,60.7,91,  N
9274,MINSTON PARK,-31.2614,116.126,Feb 2011,Nov 2017,6.8,99,  N
1012,MITCHELL PLATEAU,-14.7925,125.8258,Jan 1968,Oct 1986,18.7,98,  N
10608,MOANA,-34.1333,118.25,Jan 1907,Mar 1970,63,100,  N
8304,MOASCAR,-28.9571,114.9492,Nov 2001,Nov 2017,16.1,99,  N
9027,MOGUMBER,-31,116.0167,Jul 1916,Jan 1973,52.3,92,  N
9167,MOGUMBER FARM,-31.0053,115.9369,Sep 1918,Jul 1999,56,69,  N
9266,MOGUMBER WEST,-31.0697,115.9581,Jan 2003,Dec 2011,9,97,  N
10789,MOINGUP SPRINGS,-34.4003,118.1033,Nov 2004,Oct 2017,12.2,86,  N
10771,MOIRA DOWNS,-33.4,118.7,Jan 1928,Feb 1936,8.2,100,  N
9847,MOKINE DOWNS,-33.7794,122.715,Jan 1978,Oct 2003,25.7,99,  N
10238,MOLLERIN NORTH,-30.3092,117.4458,Feb 2008,Mar 2016,7.8,94,  N
10096,MOLLERIN POST OFFICE,-30.4594,117.5217,Dec 1928,Apr 1985,55.8,98,  N
10213,MOMBERKINE,-31.4,116.7,Jan 1901,Apr 1926,14,55,  N
10097,MONINGARIN,-30.6569,117.2625,Sep 1910,Nov 2017,107.2,99,  N
10895,MONTE VISTA,-33.3994,119.9344,Jan 1968,Sep 2017,49.3,99,  N
10760,MOODIARUP,-33.6,116.8,Jan 1915,Dec 1919,5,100,  N
6041,MOOGOOREE,-24.0633,115.205,Jun 1920,Dec 1974,52,95,  N
6064,MOOGOOREE O.S.,-24.2167,115.3833,Jan 1930,Jul 1947,16.7,95,  N
2020,MOOLA BULLA,-18.1894,127.5011,Apr 1904,Dec 2013,99.5,90,  N
2074,MOOLA BULLA AIRSTRIP,-18.1958,127.4948,Sep 2011,Nov 2017,6.3,98,  N
7187,MOOLA EAST,-28.2,118.0333,Mar 1974,Jan 1975,0.6,43,  N
12206,MOOLARA,-32.2,122.7,Aug 1966,Jul 1973,5,46,  N
9147,MOOLIABEENEE,-31.3292,116.0811,Jan 1971,Nov 2016,33,71,  N
9028,MOOLIABEENEE SIDING,-31.3,116.0167,Jan 1912,Dec 1970,55.3,94,  N
6106,MOOLOO DOWNS,-25.0381,115.9953,Apr 1929,Jul 2016,33.9,39,  N
9248,MOONDAH BROOK,-31.332,115.9513,Nov 2000,Nov 2017,17.1,98,  N
11025,MOONERA,-31.7219,126.5889,Jan 1964,Jun 2016,46.6,89,  N
8091,MOORA,-30.6417,116.0072,Dec 1897,Feb 2004,95.4,89,  N
8038,MOORA WEST,-30.6392,115.9883,Nov 2000,Nov 2014,13.7,94,  N
7052,MOORARIE,-25.9214,117.6,Feb 1889,Dec 2014,98.3,78,  N
9121,MOORE RIVER FORESTRY 6,-31.2358,115.5381,Feb 1969,Feb 1975,0.4,7,  N
12053,MOORINE ROCK,-31.3125,119.1281,Nov 1924,Nov 2004,68.5,85,  N
12055,MOORINE ROCK SOUTH,-31.4,119.1,Jan 1935,Dec 1948,13.4,96,  N
10098,MOORLANDS,-31.9,117.6,May 1927,Aug 1944,12.5,72,  N
8093,MORAWA,-29.2103,116.0089,May 1911,Mar 2005,91.1,97,  N
8296,MORAWA AIRPORT,-29.2039,116.0247,Mar 1997,Nov 2017,20.8,96,  Y
8092,MORAWA WEST,-29.1908,115.8814,Aug 1912,Jul 1991,77.7,98,  N
9157,MORAY,-30.9667,115.8,Sep 1929,Sep 1934,5,98,  N
9718,MORDALUP,-34.3,116.6167,Feb 1905,Dec 1917,3.2,25,  N
10889,MORDETTA,-32.885,118.6347,Jan 1972,Oct 2017,44.2,90,  N
12056,MOREE,-31.5939,119.1419,Jun 1929,Oct 2017,88.3,100,  N
8303,MORESBY,-28.7214,114.6481,Sep 2003,Jul 2009,5.9,94,  N
10761,MORFIELD PARK,-32.1,117.6,Apr 1916,Dec 1936,20.7,99,  N
2076,MORNINGTON,-17.5169,126.1108,Oct 2004,Nov 2017,11.8,85,  N
2065,MORNINGTON,-17.3936,126.2281,Aug 1991,Jan 2003,5.5,42,  N
9580,MORNINGTON MILLS,-33.15,115.9333,Jul 1911,Apr 1966,49.8,91,  N
9127,MOSMAN PARK,-32.0203,115.7692,Apr 1968,Nov 2017,40.8,74,  N
10609,MOULYINNING,-33.2267,117.9292,Dec 1909,Mar 2008,83.3,85,  N
8262,MOUNT ADAMS,-29.3583,115.2617,Jun 1985,Mar 1987,1.5,77,  N
2021,MOUNT AMHURST,-18.3869,126.9892,Nov 1925,Nov 2017,59.4,64,  N
3016,MOUNT ANDERSON,-18.0358,123.9286,Aug 1900,Feb 1984,71.7,86,  N
10844,MOUNT ARROWSMITH,-32.15,118.4333,Mar 1912,Feb 1915,3,100,  N
7053,MOUNT AUGUSTUS,-24.3086,116.9111,Aug 1901,Jul 2016,106.3,91,  N
7208,MOUNT AUGUSTUS AIRSTRIP,-24.3075,116.9094,Aug 2012,Nov 2017,5.3,99,  N
7205,MOUNT AUGUSTUS RESORT,-24.3075,116.9094,Aug 2000,Sep 2003,3.1,93,  N
9581,MOUNT BARKER,-34.625,117.6361,Jan 1907,Nov 2017,109.5,95,  N
9875,MOUNT BARKER NORTH,-34.5692,117.6217,Apr 1985,Oct 2017,31.3,96,  N
3051,MOUNT BARNETT,-16.7372,125.9086,Jan 1908,Nov 2017,51.7,46,  N
5063,MOUNT BROCKMAN,-22.3,117.2833,Feb 1969,Jun 1976,7.4,100,  N
12282,MOUNT BURGES,-30.8544,121.115,Jul 1979,Feb 1993,13.7,100,  N
10099,MOUNT CAROLINE,-31.8,117.6,Jan 1905,Dec 1966,56.6,91,  N
12250,MOUNT CELIA,-29.4667,122.4833,Oct 1906,Sep 1910,2.8,69,  N
7132,MOUNT CLERE,-25.0964,117.5922,Oct 1921,Nov 2017,73.6,76,  N
4096,MOUNT DIVIDE,-22.4272,120.8578,Jan 1988,Nov 1996,8.3,93,  N
4021,MOUNT EDGAR,-21.3122,120.0586,Apr 1901,Jul 1997,73.8,77,  N
7133,MOUNT EDGERTON,-24.95,117.75,Jun 1914,Aug 1921,6.9,95,  N
1018,MOUNT ELIZABETH,-16.4181,126.1025,Feb 1973,Nov 2017,44.5,98,  N
1008,MOUNT ELIZABETH OLD SITE,-16.3017,126.1825,Sep 1959,Nov 1977,18.1,99,  N
5050,MOUNT ENID,-21.6,116.4,Jan 1917,May 1931,9.6,66,  N
8094,MOUNT ERIN,-28.6,114.8,Dec 1899,May 1961,27.3,44,  N
7054,MOUNT FARMER,-27.8794,117.5506,Nov 1927,Oct 2016,72.3,81,  N
5014,MOUNT FLORANCE,-21.7869,117.8647,Sep 1886,Mar 2017,117.1,89,  N
10075,MOUNT GIBSON,-29.6061,117.4106,Feb 1983,Nov 2017,12.9,37,  N
10270,MOUNT GIBSON,-29.5833,117.15,Jun 1970,Sep 1972,2.3,98,  N
7055,MOUNT GOULD,-25.8058,117.3905,Jan 1894,Jun 2015,61.2,50,  N
12057,MOUNT HAMPTON,-31.72,119.0883,Jan 1937,Jun 1985,28.1,58,  N
10132,MOUNT HARDEY,-31.9209,116.8151,Dec 2007,Nov 2017,9.8,94,  N
3052,MOUNT HART STATION,-16.8206,124.9158,Jul 1925,Jul 2015,41.4,42,  N
9202,MOUNT HELENA,-31.8344,116.2197,Oct 1986,Nov 2017,31.2,99,  N
9230,MOUNT HELENA 2,-31.85,116.1833,Apr 1972,Jul 1982,10.3,100,  N
3098,MOUNT HOUSE AIRSTRIP,-17.0549,125.7108,Oct 2002,Nov 2017,15.1,98,  N
3017,MOUNT HOUSE STATION,-17.0514,125.7056,Nov 1923,Nov 2017,91.2,96,  N
9813,MOUNT HOWICK,-33.7294,122.7552,Jan 1965,Jul 2014,39.3,69,  N
12163,MOUNT IDA,-29.05,120.5,Jan 1913,May 1941,27.8,98,  N
12164,MOUNT JACKSON,-30.2633,119.2458,Jan 1897,Mar 2004,21.9,20,  N
7056,MOUNT JAMES,-24.8567,116.895,Jan 1930,Sep 1975,37.3,81,  N
